time,theta_deg
37.50413333,-0.026846295
37.5375,-0.02738036
37.57086667,-0.027039578
37.60423333,-0.026509277
37.6376,-0.027222896
37.67096667,-0.028668265
37.70433333,-0.028732993
37.7377,-0.030738845
37.77106667,-0.030547661
37.80443333,-0.032968469
37.8378,-0.034593346
37.87116667,-0.034857055
37.90453333,-0.034817711
37.9379,-0.034365286
37.97126667,-0.030401848
38.00463333,-0.032619479
38.038,-0.030642805
38.07136667,-0.02848166
38.10473333,-0.025392776
38.1381,-0.024062615
38.17146667,-0.022103658
38.20483333,-0.020855363
38.2382,-0.021771576
38.27156667,-0.021820905
38.30493333,-0.023432388
38.3383,-0.026684758
38.37166667,-0.026562157
38.40503333,-0.030450687
38.4384,-0.031138963
38.47176667,-0.033761411
